Company,Public Or Private,Country,Industry,Description,Website,Employees (Estimate),Region,Sdg 1: Aligned,Sdg 1: Misaligned,Sdg 2: Aligned,Sdg 2: Misaligned,Sdg 3: Aligned,Sdg 3: Misaligned,Sdg 4: Aligned,Sdg 4: Misaligned,Sdg 5: Aligned,Sdg 5: Misaligned,Sdg 6: Aligned,Sdg 6: Misaligned,Sdg 7: Aligned,Sdg 7: Misaligned,Sdg 8: Aligned,Sdg 8: Misaligned,Sdg 9: Aligned,Sdg 9: Misaligned,Sdg 10: Aligned,Sdg 10: Misaligned,Sdg 11: Aligned,Sdg 11: Misaligned,Sdg 12: Aligned,Sdg 12: Misaligned,Sdg 13: Aligned,Sdg 13: Misaligned,Sdg 14: Aligned,Sdg 14: Misaligned,Sdg 15: Aligned,Sdg 15: Misaligned,B Corp,Company Size,Culture Score,Capacity Score,Conduct Score,Collaboration Score,Oracle Score,Revenue (M),Member Of Business In The Community Uk,Member Full Abpi,Net Impact Ratio,B Corp Community Impact Score,B Corp Assessment Score
Legrand,Public,France,Technology,"Legrand is a French industrial group historically based in Limoges in the Limousin
region.Legrand is established in 90 countries and its products are distributed in
nearly 180 countries. It generates 85% of its sales internationally. The group has
expanded its product range in sustainable development and energy saving
technologies, and has developed new products for EV charging/electric vehicles,
lighting control and datacenters.Legrand has more than 300 000 references.  ...Source: Wikipedia",www.legrand.com/EN/,"37,134 (Demandbase, 2022)",Europe,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0,0.25,0,0.393,0,0,0,0.5,0,0,0,0.036,0,0,0,0,0,0,Medium,3.214285714,37.72193097,36.40852212,4.585,13.57517511,9162,0,0,0.863436123,,
Citi Trends,Public,USA,Consumer Services,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,-0.013,0,-0.013,0,0,0,0,0,-0.105,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013,0,Small,9.948826531,28.33983356,25.84880427,0,13.57631693,827,0,0,0.698237885,,
Want Want China,Public,China,Consumer Goods,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0.403,-0.092,0,-0.2,0,0,0,0,0,-0.42,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,7.744897959,34.05245717,30.51877491,0,13.57871202,3362,0,0,0.808370044,,
Luxshare Precision Industry,Public,China,Technology,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0.323,0,0.25,0,0.596,0,0,0,0.213,0,0,0,0,0,0,0,0,0,0,Large,3.214285714,38.62550661,33.16226662,6.953333333,13.57902313,17534,0,0,0.821585903,,
Stockmann,Public,Finland,Consumer Services,No description available currently,No wesbite information available currently,No employee estimate available currently,Europe,0,0,0,0,0,0,0,0,0,0,0,-0.457,0,0,0.25,0,0,0,0,0,0,0,0,-0.015,0,0,0,0,0,-0.013,0,Medium,10.10204082,28.1512237,25.54520663,0,13.583087,1019,0,0,0.689427313,,
SG Micro,Public,China,Technology,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0.038,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0.25,0,0.615,0,0,0,0.308,0,0,0,0.077,0,0,0,0,0,0,Small,3.641785714,37.38241557,32.69934446,7.175,13.59149615,430,0,0,0.779735683,,
Ceva,Public,USA,Technology,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,3.214285714,39.60026431,33.20018879,6.043333333,13.59442511,135,0,0,0.863436123,,
Weyco,Public,USA,Consumer Goods,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,-0.212,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,10.10204082,28.17302984,25.43507446,0,13.59733809,319,0,0,0.685022026,,
Douzone Bizon,Public,South Korea,Technology,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,0.333,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,Small,3.214285714,40.86165199,33.73451332,4.375,13.61353194,260,0,0,0.896475771,,
Aeffe,Public,Italy,Consumer Goods,No description available currently,No wesbite information available currently,No employee estimate available currently,Europe,0,0,0,0,0,0,0,0,0,0,0,-0.271,0,0,0.25,0,0,0,0,0,0,0,0,-0.021,0,-0.021,0,0,0,-0.021,0,Small,10.10204082,28.23941752,25.73867212,0,13.61433589,344,0,0,0.693832599,,
Avi,Public,South Africa,Consumer Goods,No description available currently,No wesbite information available currently,No employee estimate available currently,Africa,0,0,0.134,-0.142,0.028,-0.113,0,0,0,0,0,-0.197,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,9.100255102,29.94385219,28.50078667,0,13.6160028,786,0,0,0.764317181,,
Duluth,Public,USA,Consumer Services,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,-0.186,0,0,0.25,0,0,0,0,0,0,0,0,0,0,-0.038,0,0,0,0,0,Small,10.10204082,28.25379346,25.49014056,0,13.61771255,682,0,0,0.68722467,,
Sally Beauty,Public,USA,Consumer Services,No description available currently.,www.sallybeautyholdings.com/,"30,000 (Demandbase, 2020)",North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,10.10204082,28.25379346,25.49014056,0,13.61771255,3919,0,0,0.68722467,,
Yaskawa Electric,Public,Japan,Technology,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.47,0,0,0,0.194,0,0.055,0,0.083,0,0,0,0,0,0,Medium,3.214285714,38.95356095,33.94659116,6.125,13.62162996,4138,0,0,0.854625551,,
Commvault Systems,Public,USA,Technology,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,3.214285714,40.33140969,35.53910216,3.196666667,13.62793392,794,0,0,0.938325991,,
1-800-Flowers.Com,Public,USA,Consumer Services,No description available currently.,www.1800flowers.com/,"4,200 (Demandbase, 2022)",North America,0,0,0,-0.027,0,-0.046,0.011,0,0,0,0,-0.027,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,Medium,9.689540816,28.81531572,27.07299665,0,13.62816097,2202,0,0,0.726872247,,
Eurogroup Laminations,Public,Italy,Technology,No description available currently,No wesbite information available currently,No employee estimate available currently,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0.5,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,Small,3.214285714,38.66189429,34.57992449,5.833333333,13.62912996,635,0,0,0.854625551,,
Super Micro Computer,Public,USA,Technology,"Super Micro Computer, Inc., dba Supermicro, is an information technology company based in San Jose, California. It has manufacturing operations in the Silicon Valley, the Netherlands and at its Science and Technology Park in Taiwan. Founded on November 1, 1993, Supermicro is one of the largest producers of high-performance and high-efficiency servers. It also provides server management softwares, and storage systems for various markets, including enterprise data centers, cloud computing, artificial intelligence, 5G and edge computing.Supermicro’s stock trades under the ticker symbol SMCI on the Nasdaq exchange. Its fiscal year 2023 revenues were $7.1 billion and employs over 5,000 globally.CollapseSource: Wikipedia",www.supermicro.com/,"4,607 (Demandbase, 2021)",North America,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0.25,0,0.631,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,Medium,3.214285714,39.26511749,32.49413154,7.361666667,13.6359945,5196,0,0,0.828193833,,
Colgate-Palmolive,Public,USA,Consumer Goods,"Colgate-Palmolive Company is an American multinational consumer products
company headquartered on Park Avenue in Midtown Manhattan, New York City. The
company specializes in the production, distribution, and provision of household,
health care, personal care, and veterinary products.  ...Source: Wikipedia",www.colgatepalmolive.com/,"33,800 (Demandbase, 2021)",North America,0,0,0,0,0.523,0,0,0,0,0,0,-0.048,0,0,0.25,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,-0.095,0,Large,16.26596939,11.28875,13.00446429,6.978888889,13.63709864,17421,0,0,,,
Prada,Public,Italy,Consumer Goods,No description available currently.,www.pradagroup.com,"13,669 (Demandbase, 2020)",Europe,0,0,0,0,0,0,0,0,0,0,0,-0.268,0,0,0.25,0,0,0,0,0,0,0,0,0,0,-0.054,0,0,0,0,0,Medium,10.10204082,28.33455703,25.54520663,0,13.638087,3064,0,0,0.689427313,,
HSBC,Public,United Kingdom,Financial Services and Banking,"HSBC Holdings plc (Chinese: 滙豐; formerly known as The Hongkong and Shanghai Banking Corporation) is a British universal bank and financial services group headquartered in London, England, with unique historical and business links to East Asia and a highly multinational footprint. It is the largest Europe-based bank by total assets, ahead of BNP Paribas, with US$2.953 trillion as of December 2021. In 2021, HSBC had $10.8 trillion in assets under custody (AUC) and $4.9 trillion in assets under administration (AUA).HSBC traces its origin to a hong trading house in British Hong Kong. The bank opened branches in Shanghai in 1865 and was first formally incorporated in 1866. In 1991, the present parent legal entity, HSBC Holdings plc, was established in London and the historic Hong-Kong-based bank from whose initials the group took its name became that entity's fully-owned subsidiary. The next year (1992), HSBC took over Midland Bank and thus became one of the largest domestic banks in the United Kingdom. HSBC has offices, branches and subsidiaries in 62 countries and territories across Africa, Asia, Oceania, Europe, North America, and South America, serving around 39 million customers. As of 2023, it was ranked no. 20 in the world in the Forbes rankings of large companies ranked by sales, profits, assets, and market value. HSBC has a dual primary listing on the Hong Kong Stock Exchange and London Stock Exchange and is a constituent of the Hang Seng Index and the FTSE 100 Index. It has secondary listings on the New York Stock Exchange, and the Bermuda Stock Exchange.HSBC has been implicated in a number of controversies and the bank has been repeatedly fined for money laundering (sometimes in relation to major criminal organizations such as the Sinaloa cartel) or setting up large scale tax avoidance schemes.CollapseSource: Wikipedia",www.hsbc.com/,"219,199 (Annual report, 2022)",Great Britain & Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0,0.082,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,Mega,2.592441776,37.75201563,30.75937825,12.91626667,13.63999206,74891,1,0,0.81938326,,
Fuel Cell Energy,Public,USA,Technology,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,-0.056,0.426,-0.056,0.25,0,0.407,-0.056,0,0,0.259,-0.056,0.056,0,0.222,-0.083,0,-0.056,0,0,0,Small,3.214285714,38.96455948,35.43778058,4.748333333,13.64045815,87,0,0,0.894273128,,
Nordson,Public,USA,Industrial and Manufacturing,No description available currently.,www.nordson.com/,"7,200 (Demandbase, 2022)",North America,0,0,0.028,0,0.222,0,0,0,0,0,0,0,0,0,0.264,0,0.111,0,0,0,0,0,0,-0.083,0,0,0.028,0,0.028,0,0,Medium,9.778282493,32.42442916,20.18051942,2.5,13.64379766,2592,0,0,0.850220264,,
Petmed Express,Public,USA,Consumer Services,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,10.10204082,28.41532061,25.60027271,0,13.65846145,262,0,0,0.691629956,,
Shoe Carnival,Public,USA,Consumer Services,No description available currently.,www.shoecarnival.com/,"2,100 (Demandbase, 2020)",North America,0,0,0,0,0,0,0,0,0,0,0,-0.044,0,0,0.25,0,0,0,0,0,0,0,0,-0.029,0,0,0,0,0,0,0,Medium,10.10204082,28.38393051,25.9872037,0,13.65862591,1189,0,0,0.700440529,,
MonotaRO,Public,Japan,Consumer Services,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.028,0,0,0,0,0,0,-0.028,0,-0.083,0,Medium,10.10204082,28.33455703,25.77853997,0,13.673087,1692,0,0,0.689427313,,
Pareto,Public,Norway,Financial Services and Banking,No description available currently,No wesbite information available currently,No employee estimate available currently,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.618,0,0,0,0,0,0,0,0,-0.036,0,-0.018,0,0,0,Small,3.214285714,39.49891335,32.67779525,7.21,13.67586343,113,0,0,0.839207048,,
Copart,Public,USA,Consumer Services,No description available currently.,www.copart.com/,"8,600 (Demandbase, 2021)",North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,-0.037,0,0,0,-0.037,0,0,0,0,0,Medium,10.10204082,28.65761134,25.54047093,0,13.68583479,3584,0,0,0.698237885,,
SMCP,Public,France,Consumer Services,No description available currently,No wesbite information available currently,No employee estimate available currently,Europe,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,10.10204082,28.49608419,25.73867212,0,13.69133589,1139,0,0,0.693832599,,
Extra Space Storage,Public,USA,Real Estate,No description available currently.,www.extraspace.com,"4,309 (Annual report, 2021)",North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,9.506901325,31.53661427,24.88912965,0,13.69265732,1577,0,0,0.832599119,,
Vietnam Dairy Products JSC,Public,Vietnam,Consumer Goods,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0.266,-0.094,0,-0.094,0,0,0,0,0,-0.781,0,0,0.25,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,Medium,8.994183673,31.5492707,27.92039019,0,13.69491682,2510,0,0,0.751101322,,
Altium,Public,USA,Technology,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,3.214285714,41.40335537,34.28811098,3.885,13.7043271,190,0,0,0.905286344,,
Kontoor Brands,Public,USA,Consumer Goods,No description available currently.,www.kontoorbrands.com/,"14,400 (Demandbase, 2022)",North America,0,0,0,0,0,0,0,0,0,0,0,-0.338,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041,0,Medium,10.10204082,28.57684776,25.79373819,0,13.71171034,2581,0,0,0.696035242,,
G Iii Apparel,Public,USA,Consumer Goods,No description available currently.,www.giii.com/,"3,600 (Demandbase, 2022)",North America,0,0,0,0,0,0,0,0,0,0,0,-0.197,0,0,0.25,0,0,0,0,0,0,0,0,0,0,-0.014,0,0,0,-0.028,0,Medium,10.10204082,28.57684776,25.79373819,0,13.71171034,3120,0,0,0.696035242,,
American Software,Public,USA,Technology,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0.452,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,Small,3.214285714,39.81828193,34.17258233,5.646666667,13.71348678,130,0,0,0.887665198,,
United Fire,Public,USA,Financial Services and Banking,No description available currently.,www.ufginsurance.com/,"1,091 (Demandbase, 2022)",North America,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0.458,0,0.583,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,Medium,4.148035714,39.86443467,28.59721524,7.77,13.71616713,1002,0,0,0.764317181,,
SEEK,Public,Australia,Media and Entertainment,No description available currently,No wesbite information available currently,No employee estimate available currently,Oceania,0,0,0,0,0,0,0.149,0,0,0,0,0,0,0,0.492,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,4.890535714,38.78683552,34.72750156,0.128333333,13.73619521,1117,0,0,0.940528634,,
Altair Engineering,Public,USA,Technology,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0.478,0,0.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,3.214285714,41.34754038,34.5149098,3.931666667,13.73697467,553,0,0,0.90969163,,
Cloudera,Public,USA,Technology,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small,3.214285714,41.50789281,33.94611391,4.375,13.74220815,835,0,0,0.894273128,,
Canadian Tire,Public,Canada,Consumer Services,No description available currently,No wesbite information available currently,No employee estimate available currently,North America,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,Large,10.27882653,28.35636318,25.43507446,0.183333333,13.74957024,13160,0,0,0.685022026,,
Medibank Private,Public,Australia,Financial Services and Banking,No description available currently,No wesbite information available currently,No employee estimate available currently,Oceania,0,0,0,0,0.239,0,0,0,0,0,0,0,0,0,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,5.903035714,36.84328193,30.40591566,2.788333333,13.75229928,5111,0,0,0.887665198,,
Lands' End,Public,USA,Consumer Services,"Lands' End is an American clothing and home decor retailer founded in 1963 and
based in Dodgeville, Wisconsin, that specializes in casual clothing, luggage, and
home furnishings. The majority of the company's business is conducted through
mail order and Internet sales, but the company also has 28 retail stores, primarily in
the Upper Midwest and Hawaii. From 2002 to 2014, Lands' End was a subsidiary of
Sears Holdings.  ...Source: Wikipedia",www.landsend.co.uk/,"5,300 (Demandbase, 2020)",North America,0,0,0,0,0,0,0,0,0,0,0,-0.245,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,0,Medium,10.10204082,28.73837495,25.9872037,0,13.76495925,1604,0,0,0.700440529,,
Wens Foodstuff,Public,China,Consumer Goods,No description available currently,No wesbite information available currently,No employee estimate available currently,Asia,0,0,0.305,-0.202,0,0,0,0,0,0,0,-0.552,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.547,0,Medium,10.10204082,29.35115515,25.38000838,0,13.76579698,9993,0,0,0.682819383,,
Rush Enterprises,Public,USA,Consumer Services,"Rush Enterprises, headquartered in New Braunfels, Texas, is a retailer of commercial vehicles, primarily new and used trucks, through its  Rush Truck Centers. In 2015, the company operated 112 Rush Truck Centers in 20 states. As of 2014, it was a Fortune 1000 corporation.Rush Truck Centers operates the largest network of commercial vehicle dealerships in the United States, with more than 100 locations in 22 states. They represent truck and bus manufacturers, including Peterbilt, International, Hino, Isuzu, Ford, IC Bus and Blue Bird.CollapseSource: Wikipedia-en-fuzzy",www.rushenterprises.com/,"7,244 (Demandbase, 2020)",North America,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071,0.25,0,0,-0.071,0,0,0,-0.214,0.143,0,0,-0.143,0,0,0,0,0,Medium,10.10204082,29.94142926,23.91580133,0.88,13.76670704,4785,0,0,0.709251101,,
